thumbnail,id,date,issue_number,issue_id,page,url,download_image,text
"{""img_src"": ""https://nla.gov.au/nla.obj-491205940/image?WID=500"", ""width"": 250}",nla.obj-491205940,1893-08-19,705,nla.obj-491169793,5,https://nla.gov.au/nla.obj-491205940,https://nla.gov.au/nla.obj-491205940/image,"

The Bulletin
Vol. 13—N0.*05.
SATURDAY, AUGUST 19. 1893,
Price, 6d.
XV,£
/f&'i
/O ft
rk /v
kf..
6*
iw
[ml
|,aj
si
If vT|
|
hyj
D
DfHMACy
iggcMrissuE
S)
<
,#
w
FD
THE INEVITABLE ARARAT—OR, TOO MANY NOAHS IN N.S.W.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-539694721/image?WID=500"", ""width"": 250}",nla.obj-539694721,1941-05-28,3198,nla.obj-539559696,7,https://nla.gov.au/nla.obj-539694721,https://nla.gov.au/nla.obj-539694721/image,"

A QUESTION OF PRECEDENCE.
""Unmindful of Stalin, Mr. Herbert Morrison, the Home Secretary, referred to Hess as ‘No. 1 Rat.’ ”
“Never mind, Joe—you’ll always be Number One Rat to me!”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-690437230/image?WID=500"", ""width"": 250}",nla.obj-690437230,1905-02-09,1304,nla.obj-690424252,9,https://nla.gov.au/nla.obj-690437230,https://nla.gov.au/nla.obj-690437230/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
Vol. 26.-No. 1304.
THURSDAY, FEBRUARY 9, 1905.
Prick 6d.
THE GOOD OLD DAYS.
VISITOR: “WHAT A MAGNIFICENT SUNSET! NEVER SAW FINER IN ALL MY TRAVELS!”
FAT IRRECONCILABLE: “AH! BUT YOU SHOULD HAVE BEEN HERE BEFORE WE HAD FEDERATION. SOMETHING
LIKE SUNSETS THEN!""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-536049552/image?WID=500"", ""width"": 250}",nla.obj-536049552,1944-11-15,3379,nla.obj-536043941,5,https://nla.gov.au/nla.obj-536049552,https://nla.gov.au/nla.obj-536049552/image,"

The Bulletin
Vol. 65—No. 3379.
Wednesday, November 15, 1944.
IT NEVER RAINS BUT IT POURS.
“Tokyo Radio with honorable flash of victory equal in importance to sinking of United States Navy. Honorable Dewey elected with 99 votes,
baffled pluto-democrat Roosevelt get only 432. Banzai!”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-689853841/image?WID=500"", ""width"": 250}",nla.obj-689853841,1888-06-23,438,nla.obj-539913089,1,https://nla.gov.au/nla.obj-689853841,https://nla.gov.au/nla.obj-689853841/image,"

KM K NTS’
/
t
i
TONIC
tonic
™ V RESTORATIVE prepared on a
o } Cl P e . * n Australia, and acts in the only
HJia i k:. cunnor rlioooco ennnlTTinrY o Mrif.Tl
INf
A IIA <jlUo II alldj cAIIU ciC I/O 111 ullt/ \J±lxy
' filler 1 C^ r^ disease by supplying the blood with
? c * e Hcv C !°. < *’ I ron j Lime, Manganese, Potassium,
n r ,“» uimc, ma,iigau^ c , X uwaooium,
[^ e ’dig e w b 10 b m the vital fluid is the cause of 90
ec l'iate ( eases . a fLcting mankind in Australasia, owing
quantities of these salts in Australian food
CLEMENTS’ TONIC
does not blacken the teeth or injure the stomach, nor derange
the digestive organs; it contains IRON in its most oxidizable
form, and is the only Tonic in which this form of Iron
is used. This metal is not of the least use in medicine unless
readily oxidized, as all other forms pass from the system un-
changed, and without the' patient deriving the least benefit, as
no iron is assimilated. Ha'e no other
and Delicate Females it is Invaluable
, E *IEITS’ TONIS
Radically cures
®IA, NERVOUSNESS,
op Energy ’ loss of vgor,
„ b d EBILITY & EXHAUSTION,
a ® tn °*s, Impaired Vitality,
"" I ®ss of Blood, &c., &c.
CLEMENTS’ TONIC
INCREASES THE APPETITE,
Invigorates the Stomach,
Enriches the Blood, Assists Digestion,
Strengthens the Nerves, Muscles and Bones.
Is the best Brain & Nerve Food.
: WASHINGTON H. SOUL, and all CHEMISTS. BEWARE OF IMITATIONS!
By
PATENT MEDICINE DEALERS EVERYWHERE!
Throughout Australasia Wherever it is not On Sale. Liberal Terms.
POI3
2s. Gd. ajid 4s. Gd. per bottle, packed free and forwarded by
ELEMENTS, Chemist, Newtown, Sydney.
The Bulletin
"
"{""img_src"": ""https://nla.gov.au/nla.obj-690862310/image?WID=500"", ""width"": 250}",nla.obj-690862310,1906-08-23,1384,nla.obj-690843697,9,https://nla.gov.au/nla.obj-690862310,https://nla.gov.au/nla.obj-690862310/image,"

The Bulletin
Registered at the General Post Office, Sydney, for Transmission by Post as a Newspaper.
Vol. 27.—N0. 1384.
THTTRSPAY. AUGUST 23, 1006.
Prick 6d.
GRATIS.
Mr. G. Reid denies that he and his associates are custodians of a vast fund put up by the Shipping Trust and other interested capitalists to fight Australian progress.
“No, I get nothing for this. I do it purely out of want of love for my country.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-666621644/image?WID=500"", ""width"": 250}",nla.obj-666621644,1922-08-10,2217,nla.obj-666594663,7,https://nla.gov.au/nla.obj-666621644,https://nla.gov.au/nla.obj-666621644/image,"

The Bulletin
Registered at the General -PotH Office, Sydney, M.S.W., Australia, for Transmission by Post as a Newspaper..
Vot. 43.—No. 2217.
THURSDAY, AUGUST 10, 1922.
Price 6n.
THE CRIME WAVE.
One aspect that has been too little stressed.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-662196415/image?WID=500"", ""width"": 250}",nla.obj-662196415,1900-10-20,1079,nla.obj-662103592,7,https://nla.gov.au/nla.obj-662196415,https://nla.gov.au/nla.obj-662196415/image,"

The Bulletin
Registered at the General Post Sydney y for Transmission hy Post as a Newspaper.
VOL. 21.—N0. 1079.
SATURDAY, OCTOBER 20, 11)00.
Prick 6d.
THE FEDERAL CAPITAL QUESTION.
(The Commissioner has recommended only three sites for the Capital out of a possible 1001.)
Average Citizen from Up-Country (armed with a dub and a bull-dog): “Is Mr. Olver in?""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-518138352/image?WID=500"", ""width"": 250}",nla.obj-518138352,1950-12-27,3698,nla.obj-518098715,5,https://nla.gov.au/nla.obj-518138352,https://nla.gov.au/nla.obj-518138352/image,"

The Bulletin
Vol. 71—No. 3698
Wednesday, December 27, 1950
■ ' JrW^
r /
sdfsdfsd
A BIT BLOATED.
“You’re welcome, young fellow. But Do try to work off some of that fat.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-668348182/image?WID=500"", ""width"": 250}",nla.obj-668348182,1899-01-14,987,nla.obj-668323316,7,https://nla.gov.au/nla.obj-668348182,https://nla.gov.au/nla.obj-668348182/image,"

The Bulletin
Registered at the General Post Office, Sydney, fen• Transmission by Post as a Newspaper,
Vol. 19.—N0. 987,
SATURDAY, JANUARY 14, 1899.
Prick Cn.
(From tbo ""Evening News” Special Reporter.)
GATTON (Q.), Monday Moraiug.—Tho failuro
ot tho police operating here Is causing widespread
dissatisfaction throughout tho diatrlct. A feel-
ing of unrest and uusafoty prevails everywhero,
Strangers approaching homesteads
in tho district are carefully scrutinised, and If tbo
survey snould bo at all unfavorable, there is a
hurried bolt on the part of the inmates for shel-
ter in tho house, the doosa and windows of which
aro fastened,
bloodthirsty
I This state of things seriously affects the busi-
ness poople In tho town, who complain bitterly.
Several Informed me that since the commission
of the crime, and tho consequent disinclination of
outlying reeldenta to visit Gatton, their receipts
had fallen off amazingly.
J ><v
< V V
M Jf i
J A»t
\
Whtm the ofljeers In charge
here aro questioned on the subject, they Invar-
iably reply, ""There Is nothing froab.""
Singularly enough for once, at oil
events, since tho Oatton tragedy occurred
(hoy happen to bo correct, and nothing short of a
special Intervention of Provldonco, It Is thought,
can put them on tho trail .of the murderers.
cV
76e
k V,
i \ to / .y~
"" While residents of-the district are loth to visit
tho town ship accompanied by their women folk.
no suTcompuncnou weighs with '*££*""*&
'.actual scene of the tragedy is coinm**.
latter place is always sure of an audience. \est
iay Crota daylight until dark, there was
a procession o£ vehicles and borsemenlntotho
naddock and already there is a wed-formed trpcK
•fo where the MurfSbys were so cruelly done to
.death. A large percentage of sight-
• seers were women.
TOUCHING THAT “OUTRAGE WAVE.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-448616913/image?WID=500"", ""width"": 250}",nla.obj-448616913,1891-01-10,569,nla.obj-448539067,7,https://nla.gov.au/nla.obj-448616913,https://nla.gov.au/nla.obj-448616913/image,"

The Bulletin
Vol. 11-No. 569.
SATURDAY, JANUARY 10, 1891.
P ric .. Bd .
Kl'UjW'A^
K|jLur !
y — o
I
GAGGED WITH FITS DAILY BREAD.
UNORWNED RAILWAY KING ( to N.S.W. Railway “ Menial”): “You see this is Government bread you’re eating, and you must let it stop your mouth or —.""
"
"{""img_src"": ""https://nla.gov.au/nla.obj-672707262/image?WID=500"", ""width"": 250}",nla.obj-672707262,1919-09-11,2065,nla.obj-672694284,7,https://nla.gov.au/nla.obj-672707262,https://nla.gov.au/nla.obj-672707262/image,"

The Bulletin
Registered at the General Post Office. Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper
Yol. 40. —No. 2060
THURSDAY, SEPTEMBER 11, 1919.
Pbice 6d.
MADE IN AUSTRALIA.
THE HAWKERS: “Don’t bother making that thing for yourself, sonny. We can sell you one for sixpence.”
THE BOY: “Quite so; but if I make it myself I’ll have it and the sixpence, too.”
"
"{""img_src"": ""https://nla.gov.au/nla.obj-665881104/image?WID=500"", ""width"": 250}",nla.obj-665881104,1920-04-15,2096,nla.obj-665875923,7,https://nla.gov.au/nla.obj-665881104,https://nla.gov.au/nla.obj-665881104/image,"

The Bulletin
Registered at the General Post Office. Sydney, N.S.W., Australia, for Transmission by Post as a Newspaper.
Vol. 41.—N0. 2096.
THURSDAY, APRIL 15, 1920.
Fbice 6d.
CHANTICLEER.
"
"{""img_src"": ""https://nla.gov.au/nla.obj-691281401/image?WID=500"", ""width"": 250}",nla.obj-691281401,1904-11-10,1291,nla.obj-691255316,7,https://nla.gov.au/nla.obj-691281401,https://nla.gov.au/nla.obj-691281401/image,"

Scepticism Thwarted.
Such Daily and Hourly Proof Must
Convince all Unbelievers.
Th« Can of Hr. JAMtS WIHCFItID.
(BY Ji SYDNEY SCEIB*.)
What with the seven years’ drought, a re-
currence of the plague in our midst and
.hocks of earthquake in various parts of the
country,it is high time that a definite policy
f &r purposes of personal defence should be
dopted and although there are some
elements of disaster which cannot be re-
sisted it is no reason why we should not
make the most of the opportunities at our
disposal for overcoming some of them.
Fflective aid in the shape of advice is given
below by Mr. James Wingfield, of ho. 14
Garden Avenue, Glebe, who says :
“When I came from the country seven years
gaol was down for eighteen months with
inflammation of the lungs and pneumonia.
4Jy constitution was fairly bioken up, as for
aearly three years I was not able to do a
stroke of work, and, of course, that meant
everything going out and 1 ot dug coming
in The consequence was tl at as toon as I
coaid cret about at all I took the first job
available. The work was heavy—much too
heavy for me, in fact—so that what little
strength I had was soon exhausted ; but it
was not until I severely strained my back
tbac I realised the great risk I bad been
running Following closely upon that mis-
jj 3 p ( I caught a terrible cold in the kidneys,
which, in turn, was attended by an awful
attack of influenza, thus showing how ona
misfortune follows another. I managed to
jog along in extreme difficulties until the in-
fluenza came, but that proved too much for
me altogether, as I went right under as
#oon as it seized me.”
“ Was it necessary to take to your bed ? ”
asked the pi essman.
“ Rather.. ‘ The pains in my head were
lo intense that I could not hold it up, and
my temperature rose to an alarming degree.
My back ached worse than ever, while my
limbs were so much affected in the same
way that I could not get any ease no matter
in what position I lay. Supervening upon
thoso tortures came a burning pain in my
eyes, over which I had two bandages placed,
and also one around my forehead, to see if
my agony could be reduced. I must have
looked as if I had been at the Boer war,
but I can tell you it was no laughing matter,
for 1 could neither eat nor sleep, and I
deeply regretted to find that the cold was
getting on my chest, which became clogged
up during the night, and in the morning, as
loon as daylight came, I started to cough,
and a very heavy feeling oppressed me till
I got my chest cleared again. However, I
have to be very thankful that at the critical
moment, when there was every likelihood of
a prolonged and calamitous illness being
again experienced, I resorted to a medicine
which had previously enlisted my implicit
confidence, as, by its timely use, the im-
pending destruction was averted. To be
explict, I must tell you that after my ill-
ness with pneumonia I took to using
Clements Tonic for the purpose of recuperat-
ing my vitality, and I met with so much
•access through the revivifying powers of
that medicine that I naturally looked to it
to strengthen me again. But Clements
Tonic had a chance of doing more this time,
and it was quite equal to the occasion. You
**e, when I was lying prostrate with in-
fluenza I did not waste much time before
getting Clements Tonic, and thus that
dreadful complaint was held in check. My
excruciating head pains were very shortly
relieved, and the agonising manner in which
my eyes were affected wasgreatly minimised.
The wonderful relief I then felt through
the agency of Clements Tonic helped me
along considerably, and as my strength was
gradually improving '-under the same
remedy, so was ther e rvfore vital power in
my system to fight against my adversities.”
“You mean,” said the reporter, “that
your disease made no further headway.”
“ Exactly,” waa the enthusiastic reply.
11 It was like a pitched battle between two
gladiators, and there is no doubt that
Clements I onic won easily, as it prevented
the cold from getting a further hold upon
my chest, and the heaviness and difficulty
in breathing were entirely removed. I
used to think that I had lost control of my
nerves complettly, because they trembled
so whenever anything happened to excite
me, and, besides, I got irritat le at the least
thing. If I chanced to hear anybody
whistling or singing I felt annoyed, for it)
seemed that everybody could be
happy hub myself, and that is a very
melancholy frame of mind to be in, believe
m\ But the Clements Tonic I was taking
quickly held the upper hand over these
troubles, for my nervous system was re-
stored to order, and the general sense of
ease and comfort which I was gaining had
the effect of making my mind more peaceful
and contented. The awful complication of
complaints from which I had suffered had
made such a wreck of me that I could nob
get quite strong for some time, as, in the
meanti re, I felt languid and drowsy all
day, and with my limbs for ever aching;
but it wa3 a grand thing that Clements
Tonic had gone so far as to make me well
enough to go back to my woik, although for
a while I felt very exhausted when I came
home at nights, and was always glad wl.«n
Sundays came round.”
“ Were you resting better then than
before ?”
“ Ob, yes. I found that Clements Tonio
was a fine medicine for making me sleep,
and I was pleased to fed refreshed and
active when I woke up. because I had pre-
viously been put to such distress on getting
out of bed that 1 had to straighten myself
gradually on account of the pains in my
back, which at last yielded to the curative
properties of Clements Tonic, like the reib
of the miseries which I had suffered from.
After a certain period my shattered con-
stitution was properly welded together
again, and whenever I have been asked how
it was done my friends have always received
the same reply- through using Clements
Tonic, and so long as I live it will be a
pleasure for me to advise all sufferers to
take the same medicine for curing thtic
complaints. Focd had to be very tempt-
ing, and eve 1 then I could notalways touch ib
befoie taking to Clements Tonic, but after-
wards I felt so hungry that I could take a fair
quantity of any kind of food, and thoroughly
enjoy it. Moreover, my digestive organs
were so benefi.ed by the use of Clements
Tonic, that the assimilation of my food
followed as a matter of course, and
I suppose that is one of the princi-
pal reasons why flatulence, headaches,
body pains, giddiness, and other physical
defects do not trouble me now.”
“ Have you any objection to this stats*
ment being published ? ”
f ‘ Not the slightest. You can publish
these words of gratitude to Clements
Tonic in any way you may prefer.”
STATUTORY DECLARATION.
I Jambs Wi.vo field, of 14 Garden Avenue,
lebe Sdr ey, in the Slate of New South
fales, Commonwealth of Australia, do solemnly
ml since: dy . deo.a.e that I have carefully
tad the anneved document, consisting'of five f( 1103
iid consecutively numbered from one to five,
id that it contains and is a true and faithful
jcount of mv illness and cure by Clements Ton.o;
id a so contains my full ptrmission to publish in any
ay my statements -which I give voluntarily,
ithout receiving any pijment; and 1 make
lis solemn decl.irai ion conscientiously believing the
line to be true, and by virtue of the provisions of
le Orths Act, 1900.
■s vibed and declared at Sydney, this fifteenth
: March, one thousand nine hundred and two,
’ me ’ THOS. JNO. DUNN, J.P.
TOOTH & CO., Limited.
PAID-UP CAPITAL £900,000.
Our ALES and STOUT
Id Bulk and Bottle are universally acknowledged
WINES
The Best Brands Only of
&c
SPIRITS.
manufacturers of mineral waters, cordials, *•.
Kent Brewery, SYDIBY.
CITIZENS’ LIFE
HEAD OFFICE : Citizens' Buildings, Moore and Cestlereagb Streets
FUNDS £1,150,000.
Sydney.
Assurance
Co., Ltd.
HAS MONEY TO LEND
„ «.p„ritv of Freehold City or Suburban Properties,
unnrv Farms, Agricultural and Grazing Land*
(freehold o y rC. P. knd C.L.Jor Government Stock of
I*' of th* Australian States or New Zealand, at Loices t Cur ‘ L by instalment*.
LOANS ARRANGED for a fixed term, #r made repay y
without notice or payment of any fine*
w
I’ll Try It. h
The Only Certain
Uouetache Producer.
Qapilfarine
Posted (under cover
to any part of Austra.
lasia or New Zealand,
Price, 108. 6d.
50t,15 ASHNTS.
3
2 U Kuuit.
CRAIG &. AITKEW. N.s.vv. Barber’s Supply
House, 654 GEORGE STREET, SYDNEY.
A NOVEL PRESENT.
r\N receipt of P. 0.0. or M.O. for 5/- we will forward to
any address in Australia one of our Handsome
Bet. Cold-filled Round Wire Brooches, with
either Bell, Heart, Anchor or Cross Pendant, guaranteed
the same quality as brooch ; and without pendant, 3/6.
In lf>ct. G.P. Twisted Wire, 8/6 ; without pendant. 6,6.
Illustrated Catalogues sent Free. All letters carefully
addressed to R. SIMS, Cold Wire King/, Cole's
Book Arcade, Melbourne, Vic.
Himself Cured.
TAEAR SIR, —I have been cured of Weakness and
_ Debility by a simple and inexpensive remedy, and
will be pleased to send the means of cure to all sufferers.
I do this entirely out of gratitude, and make no charge
whatever. Send addressed envelope to
Mr. ROBERT E. PARKHURST,
PITT STREET, SYDNEY.
Drunkenness Cured
&
&
EUCRASY can be given
in Tea, Coffee, or Food, thus
Secretly Curing the patient
without his knowledge.
Mrs. J. HATTON,
who cured her husband with
Eucrasy, writes us that she has
also cured a near and dear rela-
tive, and makes a most earnest
appeal to all other women to
save the drunkard. Book of References and Testimonials
from hundreds who have been cured posted Free, sealed.
Established 1894. Registered by the Government of N.S. \V.
ADDRESS—
THE EUCRASY
62 HUNTER STREET, SYDNEY.
C 0.4
FREE
BY POST, A PERFECT
HOME CUREby that justly
celebrated FRENCH HOS-
PITAL PHYSICIAN and
PARISIAN SPECIALIST,
DR. RABONSKI, showing sufferers how they may CURE
THEMSELVES OF ALL NERVOUS TROUBLES,
Debility, and their serious consequences. A HOME
CURE pure and simple for all who need it. Address—
PARISIAN AGENCY, Castlereagh St.,
SYDNEY.
After you have tried all other remedies for NERVOUS-
NESS,' DEBILITY, etc., as thousands have done before we
CURED them. Let us treat you, FREE of CHARGE,
for ONE MONTH, with our NEW CONCENTRATED
BOTANIC EXTRACTS, and the BENEFICIAL RESULTS
will surprise you.
Address: Botanic institute, Victoria
Chambers, Elizabeth Street, Sydney.
ASTHMA CURED
at home TO STAY CURED. Causes removed.
Health restored. Attacks never return. We have
treated over 52,000 Asthma and Hay Fever Patients in
Great Britain, Australia, New Zealand, Cermany, and
America. By Mail only. Not sold in stores. Write for
Book 32C, FRE2, postpaid. Dr. P. Harold Hayes’
Asthmatic Institute, Buffalo, N.Y., U.S.A.
The New Patent
SOUND DISCS
overcome Deafness
land Head Noises, no matter of
Ihow long standing. Are the same
'to the ears as glasses are to the
eyes. Invisible. Comfortable.
Worn months without removal.
Explanatory Pamphlet Free.
Address—A. M. NAST, 145 Collins St., Melbourne
neryousmkss,
I,OSS of ENERGY and STRENGTH,
DESPONDENCY and DEBILITY.
* Gentleman having tried in vain every
advertised remedy, and at last j^* s ~
covered a SIMPLE MEANS of SELF
CURE, will forward the same, free of
charge, to anyone interested.
AddrUi A. MINER. G.P.0.. SYDNEY^
E?B
■SEE
Rheumatism
DRAWTHE RHIUMATISM
out of your bodv by wearirg a “Magic
Indian Lithic Ring,” a surprisingly
simple, yet effective, Remedy, which has
proved its worth all the world over. The
uric salts are absolutely drawn from the
s> stem and deposited inside the lung
without pain.
“in heavy rolled gold,
5/- 7/6, and 10'6, Post Free. Send Size.
Should be worn bv every Sufferer of Rheumatism,
Neuralgia, Sciatica, Toothache, &c., on the left hand,
& SON, Ltd.. , _
BRIDGWATER, England.
FITS CURED
From the first dose of Ozerine fits cease. It has cured
permanently the very worst cases of Epilepsy when every
other remedy has failed. English Prices, 4/6 and 11/-.
Thousands of Testimonials. Of all Chemists, Stores, etc.
Wholesale Asrents:
SAYERS, ALLPORT & POTTER, SYDNEY.
Prepared by I. W. Nicholl, Pharmaceutical Chemist
1 "" 25 High-street, Belfast, Ireland.
NOTICE TO MELBOURNE VISITORS.
WIM POLE’S GEORGE HOTEL, opposite '
Hilda Railway Station and Cable Trams. Lai r
Hotel Accommodation in Victoria. Passenger \.
INCLUSIVE TARIFF for Boarders, 9s. per Day, or fr
2 Guineas per Week.
Henry Skinned,
Oiarendon-st., South Melbourne.
1 tlephone No. IOhM H.
Mr. Skinner Las a very extensive and carefully
selected PLANT OF TABLE FURNISHINGS, by
far the largest and most complete in tha
colonies; and can with confidence guarantee
satisfaction in all business entrusted to him.
Public ami
Private Balls
Catered for
on Most
Reasonable
Terms.
Banquets n;i 9
Dinner Partly]
MARQUEES, TENTS r»r»d DANC!:\I3 ?LO J
of various siscs supplied.
4
fei'
NO CURE. NO PAY.
It will Cost you NOTHING to Trv O >.t
IMPROVED and PATENTED ELECT ICO-
BELTS for NERVOUS and other DISE A ,SE t.
Send for one AT ONCE, and PAY f<>r t
within three months after you are S.Vi'l.j-
FIED your CURE is PERMANENT.
ELECTRIC APPLIANCE CC ,
63H ELIZABETH ST., SYDNEY.
ROTHerhaivis
ENGLISH WATCHES.
ha 3 ; *>*
ROTHERHAMS
sold by all
WHO CAN SHOW-
w
Jewellers.
ILLUSTRATED CATALOGUES
MANLY MEN_>
With Strong and Vigorous
Nerves Move the World.
HERE is new life and hope for weak and despondent
men. Overwork and Weakness lose their terror*
under the magic influence of Dr. Irving’s Homoeopai;: e
Tr< atment and Electro-Battery Appliance. Send address I
envelope, and Dr. Irving’s Brochure will he sent rne,
sealed. Address—THE IRVING INSTITUTE, corner
Hunter and Bligh Streets, SYDNEY.
DR. J. GOLDS BROWNE’S
fHLOROPyN
Caution.— Genuine Chlorodyna.
Every bottle of this well-known
Remedy for COUGHS, COLDS,
ASTHMA, BRONCHITIS,
DLARiUHEA, tew*
the Government Stamp the name
of the Inventor—
Pr.J.QOLLIS BROWNC.
tHE ILLUSTRATED LONDON NEWS A
Sept. 2d ISWo, says:
“If I were asked which single medicine I shoul 1
prefer to take abroad with me, as likely to b 3
most generally useful, to the exclusion of all
others, I should say Chlouodynk. 1 never travel
without it, and its general applicability to tka
relief of a large number of simple ailments forms
its best recommendation. ;
TOOTH-ACHE
CURED INSTANTLY BY
Prevent* Decay, Saves
Extraction, Sleeples* Night!
Prevented.
Neuralgic Head aches Sc all Nerve
Pains removed by BUNTER’S
NERVINE. Of all Stores.
“As a specific for Tooth ache it has no equal. I hare
B«ed it successfully for years.""—Prof, W. Wilson, M.D,
The BEST FAMILY MEDICINE
KAYE’SworsdhIsPILLG
Are a certain Cura for Indigestion, Biliousness, Head ache,
Dyspepsia, Constipation, Liver and Kidney Complaints, Ao
Of all Stores.
T|rtmkennes^
Easily, Quickly, Safely and Absolutely
CURED AT HOME.
Dr. Langston’s Vegetable Cure cannot fail
MAY BE GIVEN SECRETLY.
A few 'loses produce a wonderful change. The
craving for all intoxicants will be destroyed, the
nerves become steady, the appetite for food wij
return, refreshing sleep ensues. My curs will
surprise and delight you.
ONK OF many:
Ravens! ho rpe, IV.A., 23-9-04
Have finished the half course, which has effected
a cure. I have no desire tor drink , in fact hate a
repugnance to the very idea of it.
Yours gratefully. RG
Write for Treatise, No. 5, Posted FREE.
Address ■
WM. LANGSTON, M.R C.S , Eng.
129 COLLINS STREET, Melboobne.
—
"
